UPC,Description,Cost,QoH,Special Price Method,Unit Price,Group Price,Group Qty,Start Date,End Date,Net Sales,Foodstamp,Scale,Scanned Count
0768855208018,EXTRA HOT CHILI POWDER 7 OZ ,1.5,30,,,,,,,0,TRUE,FALSE,0
0768855208025,EXTRA HOT CHILLI PACKET 14 OZ ,2.75,29,,,,,,,0,TRUE,FALSE,0
0776476719103,DESI TANDOORI MASALA ,1.87,20,,,,,,,0,TRUE,FALSE,0
0776476740022,DESI CHICKEN65 MSL ,1.87,18,,,,,,,0,TRUE,FALSE,0
0780562151777,ALU BUKHARA ,4.99,4,,,,,,,0,TRUE,FALSE,0
0783963001726,DUMPLING MIX ,1.37,16,,,,,,,0,TRUE,FALSE,0
0783963003577,APRICOT JAM ,2.41,-4,,,,,,,0,TRUE,FALSE,0
0783963005885,SHAHIA OLIVE OIL ,5.83,0,,,,,,,0,TRUE,FALSE,0
0783963006035,SHAHIA PLAIN ROTI ,2.29,22,,,,,,,0,TRUE,FALSE,0
0783963006042,SHAHIA ONION ROTI ,2.59,30,,,,,,,0,TRUE,FALSE,0
0783963006073,SHAHIA SAMOSA PASTRY ,1.14,64,,,,,,,0,TRUE,FALSE,0
0783963009104,SHAHIA APRICOT JAM ,2.45,-6,,,,,,,0,TRUE,FALSE,0
0783963010278,SHAHIA CHICKEN NOODLES ,1.5,-15,,,,,,,0,TRUE,FALSE,0
0783963010292,SHAHIA VEGE NOODLES ,1.5,4,,,,,,,0,TRUE,FALSE,0
0783963010384,SHAHIA GINGER & LEMON TEA ,1.25,5,,,,,,,0,TRUE,FALSE,0
0783963010407,SHAHIA SLIMING TEA ,1.25,7,,,,,,,0,TRUE,FALSE,0
0785018012176,PRYA CHILLI PICKLE ,2.5,8,,,,,,,0,TRUE,FALSE,0
0785018012497,PRIYA RED CHILLI PICKLE ,2.5,0,,,,,,,0,TRUE,FALSE,0
0785018156306,PRIYA ROSTED VERMICELLI ,1.42,36,,,,,,,0,TRUE,FALSE,0
0788821000866,SHAN MANGO CHUTNEY ,1.8,22,,,,,,,0,TRUE,FALSE,0
0788821001146,SHAN BOMBAY BIRYANI ,1.42,6,,,,,,,0,TRUE,FALSE,0
0788821001160,SHAN GINGER PASTE ,3,0,,,,,,,0,TRUE,FALSE,0
0788821001177,SHAN GARLIC PASTE 310 ,2.08,9,,,,,,,0,TRUE,FALSE,0
0788821001184,SHAN GINGER GARLIC 310 ,3,-11,,,,,,,0,TRUE,FALSE,0
0788821001191,SHAN GINGER PASTE ,6,-2,,,,,,,0,TRUE,FALSE,0
0788821001207,SHAN GARLIC PASTE 700G ,6,-3,,,,,,,0,TRUE,FALSE,0
0788821001214,SHAN GINGER GARLIC PASTE ,6,0,,,,,,,0,TRUE,FALSE,0
0788821001436,SHAN CHICKEN VEG ,1.67,22,,,,,,,0,TRUE,FALSE,0
0788821001443,SHAN CHINESE SWEET ,1.67,-7,,,,,,,0,TRUE,FALSE,0
0788821001450,SHAN CHINESE BEEF ,1.42,20,,,,,,,0,TRUE,FALSE,0
0788821002020,SHAN MURGH CHOLAY ,1.42,23,,,,,,,0,TRUE,FALSE,0
0788821003140,SHAN KORMA ,1.5,-4,,,,,,,0,TRUE,FALSE,0
0788821003584,SHAN VERMICELLI ,0.65,-2,,,,,,,0,TRUE,FALSE,0
0788821004208,SHAN BERYANI RICE ,1.41,40,,,,,,,0,TRUE,FALSE,0
0788821004215,SHAN BUKHAIR RICE ,1.67,30,,,,,,,0,TRUE,FALSE,0
0788821004222,SHAN FALAFEL ,1.42,0,,,,,,,0,TRUE,FALSE,0
0788821004239,SHAN FISH ,1.41,15,,,,,,,0,TRUE,FALSE,0
0788821004260,SHAN SAMBOSA ,1.42,22,,,,,,,0,TRUE,FALSE,0
0788821004291,SHAN KABSA RICE ,1.42,32,,,,,,,0,TRUE,FALSE,0
0788821004352,SHAN ACHAR GOSHT SAUCE ,2.53,4,,,,,,,0,TRUE,FALSE,0
0788821004376,SHAN BOMBAY B SAUCE ,2.52,10,,,,,,,0,TRUE,FALSE,0
0788821004420,SHAN CHICKEN TIKKA ,2.53,0,,,,,,,0,TRUE,FALSE,0
0788821005144,SHAN NIHARI ,1.42,-2,,,,,,,0,TRUE,FALSE,0
0788821005731,SHAN MASOORI DAL 4LB ,4.33,1,,,,,,,0,TRUE,FALSE,0
0788821007148,SHAN CKN MASALA ,1.67,-1,,,,,,,0,TRUE,FALSE,0
0788821007544,SHAN CHICKEN 65 ,1.75,-1,,,,,,,0,TRUE,FALSE,0
0788821008558,SHAN MIX DAL 2LB ,2.83,7,,,,,,,0,TRUE,FALSE,0
0788821009142,SHAN FRIED FISH CURRY ,1.42,-6,,,,,,,0,TRUE,FALSE,0
0788821010025,SHAN MIXED PICKLE ,2.41,5,,,,,,,0,TRUE,FALSE,0
0788821011145,SHAN KARAHI,1.6667,21,,,,,,,0,TRUE,FALSE,0
0788821012029,SHAN TIKKA SEEKH KABAB ,1.42,1,,,,,,,0,TRUE,FALSE,0
0788821012227,SHAN CUSTARD BANANA 200G ,1.41,24,,,,,,,0,TRUE,FALSE,0
0788821012241,SHAN CUST VANILLA ,1.41,14,,,,,,,0,TRUE,FALSE,0
0788821012258,SHAN CUST MANGO ,1.41,21,,,,,,,0,TRUE,FALSE,0
0788821012265,SHAN JELLY FALOODA ,1.1,24,,,,,,,0,TRUE,FALSE,0
0788821012289,SHAN BANANA JELLY ,0.58,14,,,,,,,0,TRUE,FALSE,0
0788821012296,SHAN ORANG JELLY ,1.35,2,,,,,,,0,TRUE,FALSE,0
0788821012302,SHAN JELLY PINEAPPLE 80G ,0.58,14,,,,,,,0,TRUE,FALSE,0
0788821012319,SHAN STRBRY JELLY ,0.58,8,,,,,,,0,TRUE,FALSE,0
0788821013149,SHAN CHIKEN TIKKA ,1.5,-3,,,,,,,0,TRUE,FALSE,0
0788821013828,SHOOP NOODLE ,0.27,0,,,,,,,0,TRUE,FALSE,0
0788821013842,SHOOP INSANT NOO ,0.27,2,,,,,,,0,TRUE,FALSE,0
0788821014023,SHAN DAHI BARA CHAAT ,1.42,20,,,,,,,0,TRUE,FALSE,0
0788821014986,SHAN BUTTER CHICKEN ,2.53,4,,,,,,,0,TRUE,FALSE,0
0788821015143,SHAN PAYA ,1.42,0,,,,,,,0,TRUE,FALSE,0
0788821016034,SHAN EC HALEEM MIX ,2.5,-10,,,,,,,0,TRUE,FALSE,0
0788821017024,SHANFRUIT CHAAT ,1.42,20,,,,,,,0,TRUE,FALSE,0
0788821017819,SHAN VEG BIRYANI ,1.42,24,,,,,,,0,TRUE,FALSE,0
0788821018199,SHAN ONION PASTE 300G ,1.88,20,,,,,,,0,TRUE,FALSE,0
0788821018205,SHAN PAPAYA PASTE 300G ,1.88,16,,,,,,,0,TRUE,FALSE,0
0788821019141,SHAN SINDHI BIRYANI ,1.42,-2,,,,,,,0,TRUE,FALSE,0
0788821021144,SHAN ACHAR GOSHT ,1.42,1,,,,,,,0,TRUE,FALSE,0
0788821022028,SHAN MANGO PICKLE ,2.16,4,,,,,,,0,TRUE,FALSE,0
0788821023148,SHAN SHAMI KABAB ,1.42,144,,,,,,,0,TRUE,FALSE,0
0788821024022,SHAN KOFTA ,1.42,13,,,,,,,0,TRUE,FALSE,0
0788821026040,SHAN CHAT MASALA ,1.66,-4,,,,,,,0,TRUE,FALSE,0
0788821027023,SHAN CHANA CHAAT ,1.42,11,,,,,,,0,TRUE,FALSE,0
0788821029027,SHAN KABAB MASALA ,1.42,11,,,,,,,0,TRUE,FALSE,0
0788821030016,SHAN TANDURI masala ,1.67,-5,,,,,,,0,TRUE,FALSE,0
0788821032027,SHAN KORACHI BEEF BIRAYANI ,1.42,-43,,,,,,,0,TRUE,FALSE,0
0788821033147,SHAN KEEMA ,1.41,1,,,,,,,0,TRUE,FALSE,0
0788821034021,SHAN CHICKEN BIRYANI ,1.6667,5,,,,,,,0,TRUE,FALSE,0
0788821035141,SHA SEEKH KABAB ,1.42,5,,,,,,,0,TRUE,FALSE,0
0788821036025,SHAN CHAPLI KABAB,1.5,13,,,,,,,0,TRUE,FALSE,0
0788821038029,SHAN PUNJABI PILAU ,1.5,20,,,,,,,0,TRUE,FALSE,0
0788821041142,SHAN PILAU BIRYANI ,1.67,5,,,,,,,0,TRUE,FALSE,0
0788821042026,SHAN MUTTON BIRYANI ,1.67,-5,,,,,,,0,TRUE,FALSE,0
0788821043146,SHAN AALOO BHAJI ,1.41,12,,,,,,,0,TRUE,FALSE,0
0788821044020,SHAN BIHARI KABAB ,1.42,7,,,,,,,0,TRUE,FALSE,0
0788821048028,SHAN LIVER MASAL ,1.42,48,,,,,,,0,TRUE,FALSE,0
0788821049186,SHAN PAV BHAJI ,1.42,21,,,,,,,0,TRUE,FALSE,0
0788821060051,SHAN FISH BIRYANI ,1.49,33,,,,,,,0,TRUE,FALSE,0
0788821062130,SHAN HELEEM MIX ,2.3,-5,,,,,,,0,TRUE,FALSE,0
0788821066022,SHAN CHICKEN GINGER ,1.42,20,,,,,,,0,TRUE,FALSE,0
0788821067142,SHAN HALEEM ,1.41,1,,,,,,,0,TRUE,FALSE,0
0788821069016,SHAN DAL MASALA ,1.42,40,,,,,,,0,TRUE,FALSE,0
0788821072009,SHAN GARLIC PICKLE ,5.33,8,,,,,,,0,TRUE,FALSE,0
0788821073037,SHAN VEG MASAL ,1.42,7,,,,,,,0,TRUE,FALSE,0
0788821073143,SHAN CURRY POWDER ,1.42,-17,,,,,,,0,TRUE,FALSE,0
0788821078056,SHAN CHICKEN WHITE KORMA ,1.5,3,,,,,,,0,TRUE,FALSE,0
0788821087058,SHAN LAUKI HALWA ,0.87,22,,,,,,,0,TRUE,FALSE,0
0788821088055,SHAN MEAT TEND ,1.41,10,,,,,,,0,TRUE,FALSE,0
0788821089090,SHAN CHICKEN JALFREZI,1.67,21,,,,,,,0,TRUE,FALSE,0
0788821094056,SHAN CHANA MASLLA ,1.42,44,,,,,,,0,TRUE,FALSE,0
0788821095091,SHAN MEAT & VEGETABLE ,1.42,20,,,,,,,0,TRUE,FALSE,0
0788821099099,SHAN TIKKA ,1.75,-1,,,,,,,0,TRUE,FALSE,0
0788821101051,SHAN PANI PURI MAS ,1.42,16,,,,,,,0,TRUE,FALSE,0
0788821102027,SHAN MEAT MASALA ,1.42,-10,,,,,,,0,TRUE,FALSE,0
0788821106056,SHAN BUTTER CKN ,1.5,11,,,,,,,0,TRUE,FALSE,0
0788821110053,CHICKEN WHITE KARAHI,1.29,-4,,,,,,,0,TRUE,FALSE,0
0788821112095,SHAN BRAIN MASALA ,1.42,20,,,,,,,0,TRUE,FALSE,0
0788821120120,SHAN CHILI PICKLE ,3,11,,,,,,,0,TRUE,FALSE,0
0788821121127,SHAN LEMON PICKLE ,3,5,,,,,,,0,TRUE,FALSE,0
0788821122056,SHAN MANGO PICKLE ,1.4,6,,,,,,,0,TRUE,FALSE,0
0788821122124,SHAN BIRYANI ,1.41,-7,,,,,,,0,TRUE,FALSE,0
0788821128096,SHAN GULABJAMANMIX ,1.75,12,,,,,,,0,TRUE,FALSE,0
0788821129024,SHAN BADAM KHEER ,0.87,19,,,,,,,0,TRUE,FALSE,0
0791241396747,BEEF SLICES ,7.97,0,,,,,,,0,TRUE,FALSE,0
0791241595829,DEEN HALAL TKY SAG ,4.99,16,,,,,,,0,TRUE,FALSE,0
0791241595928,DEEN HALAL HOT TKY SAG ,4.99,10,,,,,,,0,TRUE,FALSE,0
0791241596741,TURKEY SLICES ,4.22,6,,,,,,,0,TRUE,FALSE,0
0796252300165,YOGURT 16 FLOZ ,1.45,9,,,,,,,0,TRUE,FALSE,0
0796252300172,KAROUN 1/2 GAL MILK ,5.5,2,,,,,,,0,TRUE,FALSE,0
0796252300189,YOGURT 1 GALLON ,9,0,,,,,,,0,TRUE,FALSE,0
0796252300196,GOPI MANGO LASSI ,2.07,18,,,,,,,0,TRUE,FALSE,0
0797677100118,NANAK PISTA BURFI ,6.58,15,,,,,,,0,TRUE,FALSE,0
0797677300105,NANAK DESI GHEE ,8.6,-6,,,,,,,0,TRUE,FALSE,0
0797677706600,NANAK PANEER CUBES ,3.13,36,,,,,,,0,TRUE,FALSE,0
0797677720248,NANAK DESI GHEE ,10.5,18,,,,,,,0,TRUE,FALSE,0
0810067340106,BORO KESKI ,1.5,13,,,,,,,0,TRUE,FALSE,0
0810081511834,MISWAK ,1.6,22,,,,,,,0,TRUE,FALSE,0
0810521030024,CMP WHITE SHRIMP 4LB ,15,5,,,,,,,0,TRUE,FALSE,0
0811105070245,OLYMPIC HILUX ,2.49,-28,,,,,,,0,TRUE,FALSE,0
0811911030105,MAYOORI UNF PANI ,0.9,26,,,,,,,0,TRUE,FALSE,0
0811911030112,MAYOORI UNFRIED PANI PURI,1.15,11,,,,,,,0,TRUE,FALSE,0
0811911030419,RIA COCKTAIL ,0.75,6,,,,,,,0,TRUE,FALSE,0
0811911030426,RIA HONEY ,0.75,4,,,,,,,0,TRUE,FALSE,0
0811911030433,RIA BASIL LYCHEE ,0.75,-41,,,,,,,0,TRUE,FALSE,0
0811911030440,RIA MANGO BASIL ,0.75,-17,,,,,,,0,TRUE,FALSE,0
0811911030501,ISL CLOVE WHOLE,2.3,3,,,,,,,0,TRUE,FALSE,0
0811911031515,NAFIZA DATES,2.95,-5,,,,,,,0,TRUE,FALSE,0
0811911032093,rose water,,-12,,,,,,,0,TRUE,FALSE,0
0811911032406,KWALITY ATTA 20 LB ,1.35,0,,,,,,,0,TRUE,FALSE,0
0811911032413,fried onion,,-76,,,,,,,0,TRUE,FALSE,0
0812042001057,KCB CAKE RUSH ,5.41,2,,,,,,,0,TRUE,FALSE,0
0812042001071,KCB BADAM KHATIE ,1.9,6,,,,,,,0,TRUE,FALSE,0
0812042001118,KCB ELAICHI KHATIE ,1.9,-14,,,,,,,0,TRUE,FALSE,0
0812042001200,KCB SALTED ZEERA BISCUIT ,1.9,24,,,,,,,0,TRUE,FALSE,0
0812042001262,KCB BAKAR KHANI ,2.66,-22,,,,,,,0,TRUE,FALSE,0
0812042001392,KCB KALONJI BISCUITS ,2.75,2,,,,,,,0,TRUE,FALSE,0
0812042001408,KCB FRUIT TEA RUSK,1.5555,4,,,,,,,0,FALSE,FALSE,0
0812042001606,KCB KARACHI ,1.91,18,,,,,,,0,TRUE,FALSE,0
0812042001613,KCB CHAI BISCUITS ,1.91,14,,,,,,,0,TRUE,FALSE,0
0812042001644,SOONFI CAKE RUSK,2.83,12,,,,,,,0,TRUE,FALSE,0
0812042001972,RFP MURI ,3,0,,,,,,,0,TRUE,FALSE,0
0812042002115,KCB SALTED ZEERA ,3.09,14,,,,,,,0,TRUE,FALSE,0
0812042002689,KCB ALMOND ,5,9,,,,,,,0,TRUE,FALSE,0
0812042002696,KCF CAKE RUSK ,5,10,,,,,,,0,TRUE,FALSE,0
0812042003020,KCB CASHEW KHATIE ,1.91,12,,,,,,,0,TRUE,FALSE,0
0812042004416,KCB TEA RUSK ,1.55,-31,,,,,,,0,TRUE,FALSE,0
0812042005284,KCB AJWAIN BISCUIT ,4.22,19,,,,,,,0,TRUE,FALSE,0
0813903000288,SAVLON ,5.99,20,,,,,,,0,TRUE,FALSE,0
0814216221124,Atta (Teer) 2kg ,3.25,4,,,,,,,0,TRUE,FALSE,0
0814801010546,aman paratha,0.75,8,,,,,,,0,TRUE,FALSE,0
0814801010584,sprinh roll pastry ,1.6,15,,,,,,,0,TRUE,FALSE,0
0814801010621,PUFF PASTRY ,1.7,-22,,,,,,,0,TRUE,FALSE,0
0815096000090,TAPAL DANEDAR - 100 BAG,4.99,-3,,,,,,,0,TRUE,FALSE,0
0815096000182,DANEDAR 220 BAG ,7.04,-9,,,,,,,0,TRUE,FALSE,0
0815096000212,DANEDAR 80BAG ,3.66,-24,,,,,,,0,TRUE,FALSE,0
0819541791014,FATIMA REGULAR MURI 500 Gr ,2.25,32,,,,,,,0,TRUE,FALSE,0
0824206000288,WHITE ONION BAG ,1.99,21,,,,,,,0,TRUE,FALSE,0
0827468000041,GARLIC PEELED ,6.02,2,,,,,,,0,TRUE,FALSE,0
0827468001468,GINGER ROOT ,2.0067,0.76,,,,,,,0,TRUE,TRUE,0
0831730001681,PRAN MANGO JUICE ,1.67,0,,,,,,,0,TRUE,FALSE,0
0831730003258,PRAN MANGO BAR ,0.15,434,,,,,,,0,TRUE,FALSE,0
0831730003388,PRAN CHANACHUR ,1.83,2,,,,,,,0,TRUE,FALSE,0
0831730003654,PRAN CRACKER ,0.5,94,,,,,,,0,TRUE,FALSE,0
0831730005481,PRAN MUSTARD OIL ,2.35,0,,,,,,,0,TRUE,FALSE,0
0831730005696,PRAN PUFFED RICE ,1.5,12,,,,,,,0,TRUE,FALSE,0
0831730009403,PRAN MANGO JUICE 250 ML ,0.41,34,,,,,,,0,TRUE,FALSE,0
0837654583364,DESI ROTI UNCOOKD ,5.2,6,,,,,,,0,TRUE,FALSE,0
0840205715022,AMINA PARATHA ,6,-4,,,,,,,0,TRUE,FALSE,0
0840437500069,DAAWAT BASMATI RICE10LB,15.5,2,,,,,,,0,TRUE,FALSE,0
0840519012497,Tiny Shrimp (BSA) ,4,-115,,,,,,,0,TRUE,FALSE,0
0840965002325,MTR GULAB JAMUN ,5.5,0,,,,,,,0,TRUE,FALSE,0
0840965002493,MTR BADAM DRINK ,1.33,-18,,,,,,,0,TRUE,FALSE,0
0840965002721,MTR BADAM DRINK 6PK ,7,12,,,,,,,0,TRUE,FALSE,0
0840965003452,MTR ROSE DRINK ,1.33,7,,,,,,,0,TRUE,FALSE,0
0840965003469,MTR BADAM DRINK ,1.33,16,,,,,,,0,TRUE,FALSE,0
0840965003476,MTR BADAM DRINK ROSE 6PK ,7,14,,,,,,,0,TRUE,FALSE,0
0841165110933,Dry Chilli(Mughal) ,0.99,81,,,,,,,0,TRUE,FALSE,0
0841165122608,mughal kalijeera rice 5lb ,6.99,11,,,,,,,0,TRUE,FALSE,0
0841165122615,MUGHAL KALIJEERI RICE 8LB ,11.99,3,,,,,,,0,TRUE,FALSE,0
0841165146826,SAMOSAS VEGE ,1.99,-4,,,,,,,0,TRUE,FALSE,0
0841165150885,SAF VEG MINI SINGARA ,1.99,0,,,,,,,0,TRUE,FALSE,0
0841165150908, DAL PURI SAF ,1.49,30,,,,,,,0,TRUE,FALSE,0
0841905050017,AASHIRVAAD COW GREE ,12,24,,,,,,,0,TRUE,FALSE,0
0845944021595,diamond mog ,1.5,35,,,,,,,0,TRUE,FALSE,0
0845944024039,845944024039 ,1.9,-9,,,,,,,0,TRUE,FALSE,0
0846656001653,Mango Bar - Pran ,0,-2,,,,,,,0,TRUE,FALSE,0
0846656004524,PRAN KALIJEERA RICE 5LB ,10.99,0,,,,,,,0,TRUE,FALSE,0
0846656011270,PRAN MANGOBAR HOT ,0.15,605,,,,,,,0,TRUE,FALSE,0
0846656021736,PRAN KALIJEERA RICE 9LB ,15.5,-7,,,,,,,0,TRUE,FALSE,0
0850016648075,KULFI MALAI,4.12,-3,,,,,,,0,TRUE,FALSE,0
0850016648099,KULFI MANGO BOX,4.12,0,,,,,,,0,TRUE,FALSE,0
0850016648105,KULFI PISTACHIO,4.12,0,,,,,,,0,TRUE,FALSE,0
0850016648112,KULFI,4.12,0,,,,,,,0,TRUE,FALSE,0
0850016648426,KULFI STRAWBERRY ,4.12,0,,,,,,,0,TRUE,FALSE,0
0850016648440,KULFI SAFFRON,4.12,0,,,,,,,0,TRUE,FALSE,0
0850028496947,KNOOR CKN NOODLES ,0.52,-96,,,,,,,0,TRUE,FALSE,0
0850052954543,KAISER CKN SAMOSA,5.25,2,,,,,,,0,TRUE,FALSE,0
0850437143111,EGN KALIZIRA RICE 10LBS ,18.99,1,,,,,,,0,TRUE,FALSE,0
0850451008021,RALSTO JASMIN RICE 1LB,9.3,4,,,,,,,0,TRUE,FALSE,0
0850918008779,Sardine(OTH) 2lb ,2.99,34,,,,,,,0,TRUE,FALSE,0
0851402008008,NANAK PANEER ,3.53,52,,,,,,,0,TRUE,FALSE,0
0853271008158,BRIO EX VIRGIN 1LT,8.17,7,,,,,,,0,TRUE,FALSE,0
0853271008165,BRIO EXTRA VIRGIN OLIVE OI ,23.75,0,,,,,,,0,TRUE,FALSE,0
0853271008172,olive oil,,-8,,,,,,,0,TRUE,FALSE,0
0853271008189,OLIVE,16.99,-4,,,,,,,0,TRUE,FALSE,0
0853271008295,BRIO SUN OIL 1 LI ,4.99,4,,,,,,,0,TRUE,FALSE,0
0853271008301,BRIO SUNFLOWER OIL ,8,5,,,,,,,0,TRUE,FALSE,0
0853271008325,BRIO SUN OIL 5 LI ,13,4,,,,,,,0,TRUE,FALSE,0
0854492000037,MEERA BESON 4.4 LB ,4.75,16,,,,,,,0,TRUE,FALSE,0
0854492000044,MEERA BESON 2 LB ,2.25,19,,,,,,,0,TRUE,FALSE,0
0854615006014,RICE FLOWER 4LB,2.68,10,,,,,,,0,TRUE,FALSE,0
0854615006052,KUALITY ATTA 20LB,21,2,,,,,,,0,TRUE,FALSE,0
0856200005839,PITTED DATES ,2.66,0,,,,,,,0,TRUE,FALSE,0
0856408005013,Parachute 177ml ,2,-4,,,,,,,0,TRUE,FALSE,0
0856408005235,PARACHUTE ORG VARGIN OIL ,3.5,38,,,,,,,0,TRUE,FALSE,0
0857198004156,MARATHON MANGO LONG ,7.5,0,,,,,,,0,TRUE,FALSE,0
0857198004163,MARATHON MANGO ,8,-2,,,,,,,0,TRUE,FALSE,0
0857339005349,PAVLIAMENT DAILY BASMATI RICE ,11.5,6,,,,,,,0,TRUE,FALSE,0
0858005037892,Koi Deshi Block 500g (Tiger) ,4.99,21,,,,,,,0,TRUE,FALSE,0
0858886003994,LYCHEE IN SYRUP 20G ,4,8,,,,,,,0,TRUE,FALSE,0
0860010587461,SUPER DATES 2LBS,8,1,,,,,,,0,TRUE,FALSE,0
0863329000003,863329000065863329000065863329000065KULFI MALAI ,1.4,-86,,,,,,,0,TRUE,FALSE,0
0863329000010,KULFI PISTACHO ,1.4,-184,,,,,,,0,TRUE,FALSE,0
0863329000027,KULFI MANGO ,1.4,-127,,,,,,,0,TRUE,FALSE,0
0863329000034,KULFI ALMOND ,1.4,-24,,,,,,,0,TRUE,FALSE,0
0863329000041,KULFI COCONUT ,1.4,-32,,,,,,,0,TRUE,FALSE,0
0863329000058,KULFI CHOCO ,1.4,-48,,,,,,,0,TRUE,FALSE,0
0863329000065,863329000041KULFI STRBERY ,1.4,-32,,,,,,,0,TRUE,FALSE,0
0870892001436,KRUNCHI PUNJABI COOKIES ,3.92,9,,,,,,,0,TRUE,FALSE,0
0870892001641,KRUNCHI PANI PURI ,3.02,32,,,,,,,0,TRUE,FALSE,0
0871950000071,SUJATA ATTA 10LB,0.08,3,,,,,,,0,TRUE,FALSE,0
0871950000088,SUJATA ATTA 20LB ,39,0,,,,,,,0,TRUE,FALSE,0
0882129112019,DESI KOI,2.25,-5,,,,,,,0,TRUE,FALSE,0
0882645000047,onion yellow 10lb ,7,2,,,,,,,0,TRUE,FALSE,0
0883196115746,MACHRANGA KHOLISA,,-6,,,,,,,0,TRUE,FALSE,0
0883616601027,RED ONION,4.1875,3,,,,,,,0,TRUE,FALSE,0
0885677711004,ONION BAG,2.99,-2,,,,,,,0,TRUE,FALSE,0
0886627000728,YelloRasbora ,2.99,114,,,,,,,0,TRUE,FALSE,0
0886627003835,CAPTAIN LOUIES BABY SHRIMP,3.75,33,,,,,,,0,TRUE,FALSE,0
0886627004078,SWAI HEADLESS ,3.99,-22.44,,,,,,,0,TRUE,TRUE,0
0889497295058,JUICY JUICE ,0,0,,,,,,,0,TRUE,FALSE,0
0890023008387,SHREEJI RAJWADI ,1.75,24,,,,,,,0,TRUE,FALSE,0
0890023008639,SHREEJA GARLIC GREEN CHILI,0.99,-1,,,,,,,0,TRUE,FALSE,0
0890971601012,BOMBAY CHINIGUR RICE ,3.99,6,,,,,,,0,TRUE,FALSE,0
0890976004894,ALOO PURI ,1.25,-6,,,,,,,0,TRUE,FALSE,0
0890979000046,BOMBAY SWEETS CHANACHUR,1.65,-36,,,,,,,0,TRUE,FALSE,0
0890979000053,POTATO CHIPS,0.5,63,,,,,,,0,TRUE,FALSE,0
0890979000275,bombay chanachur ,1.65,4,,,,,,,0,TRUE,FALSE,0
0890979000428,BBQ Chanachur 300g (Bombay) ,1.65,23,,,,,,,0,TRUE,FALSE,0
0892681000345,CK BEEF SEEKH KABABA FM ,12.25,1,,,,,,,0,TRUE,FALSE,0
0892681000512,COLO CK SAMOSA MINI ,5.41,5,,,,,,,0,TRUE,FALSE,0
0892681000550,COLO CKN KABAB,6.58,2,,,,,,,0,TRUE,FALSE,0
0892681000567,CK BEEF KABAB 8PC ,6.91,3,,,,,,,0,TRUE,FALSE,0
0892681000642,COLO CKN SHAMI  KEBAB,6.58,0,,,,,,,0,TRUE,FALSE,0
0892681000680,COLONEL CKN CHAP KABAB ,6.5,0,,,,,,,0,TRUE,FALSE,0
0892681000772,COLO CKN 65 ,6,5,,,,,,,0,TRUE,FALSE,0
0892681000888,COLONEL CKN FUN NUGGETS ,5.66,2,,,,,,,0,TRUE,FALSE,0
0892786131111,BLACK EYE BEANS 2LB ,1.94,29,,,,,,,0,TRUE,FALSE,0
0892786131166,BLACK BEANS 2LB ,2.69,34,,,,,,,0,TRUE,FALSE,0
0892786131319,REAL DARK KIDNEY BEANS ,2.19,29,,,,,,,0,TRUE,FALSE,0
0892786131418,REAL GREEN PEAS 2LB ,1.49,37,,,,,,,0,TRUE,FALSE,0
0892786131463,REAL GREEN CHANA 2LB ,1.69,39,,,,,,,0,TRUE,FALSE,0
0892786131715,LIGHT KIDNEY BEANS 2LB ,2.34,30,,,,,,,0,TRUE,FALSE,0
0892786132361,PINTO BRANS 2LB ,1.87,34,,,,,,,0,TRUE,FALSE,0
0892786132415,REAL RED CHORI ,2.75,36,,,,,,,0,TRUE,FALSE,0
0892786133214,YELLOW PEAS 2LB ,2.74,23,,,,,,,0,TRUE,FALSE,0
0892786142117,REAL CINAMON PDR 2.5 ,1.19,30,,,,,,,0,TRUE,FALSE,0
0892786142711,REAL : CRUSHED CHILI ,0.94,28,,,,,,,0,TRUE,FALSE,0
0892786143213,REAL CORIANDER CUMIN PWR 3.5 ,0.75,34,,,,,,,0,TRUE,FALSE,0
0892786143909,REAL GARAM MASALA PWD 3.5 ,1.49,17,,,,,,,0,TRUE,FALSE,0
0892786144128,REAL GARLIC POWDER 200G ,2.5,8,,,,,,,0,TRUE,FALSE,0
0892786144418,REAL MACE PWR 3.5 ,3.24,32,,,,,,,0,TRUE,FALSE,0
0892786147228,REAL GREEN CARDAMON 3.5 ,3,2,,,,,,,0,TRUE,FALSE,0
0892786147280,REAL GREEN CARD PWR 3.5 ,4.15,35,,,,,,,0,TRUE,FALSE,0
0892786191016,REAL BOILED CHICKPEA ,1.08,15,,,,,,,0,TRUE,FALSE,0
0892786271015,REAL MASALA SODA ,0.83,20,,,,,,,0,TRUE,FALSE,0
0892786281915,REAL GOLDEN RAISINS 7OZ ,1.45,27,,,,,,,0,TRUE,FALSE,0
0892786281922,REAL GOLDEN RAISINS 14OZ ,2.5,27,,,,,,,0,TRUE,FALSE,0
0892786282066,REAL BLACK RAINSINS 7OZ ,1.45,38,,,,,,,0,TRUE,FALSE,0
0892786290313,REAL COCONUT CREAM ,1.5,14,,,,,,,0,TRUE,FALSE,0
0892786300630,REAL MOONG WADI ,2.5,5,,,,,,,0,TRUE,FALSE,0
0892786311018,REAL RED MUKHWAS ,1.49,21,,,,,,,0,TRUE,FALSE,0
0892786311131,Real Chocolate mukhwas 200g ,2,0,,,,,,,0,TRUE,FALSE,0
